iter	CrossEntropy
0	0.1703200952
1	0.1535769297
2	0.1519607656
3	0.1491834611
4	0.1471056576
5	0.1441504007
6	0.1428406185
7	0.1409234127
8	0.1392712348
9	0.1371356121
10	0.1348552942
11	0.1325373233
12	0.1301773349
13	0.1270705329
14	0.1244257365
15	0.1225357342
16	0.1202077421
17	0.1178222697
18	0.1146865222
19	0.1122048106
20	0.110292089
21	0.1082437774
22	0.1053620851
23	0.1026158124
24	0.1007584433
25	0.09857274878
26	0.09684576721
27	0.09474810492
28	0.09240015072
29	0.08993545784
30	0.08813520987
31	0.08620676983
32	0.08438211761
33	0.08254642247
34	0.08062534047
35	0.07775430881
36	0.07603733425
37	0.07442136404
38	0.07272243158
39	0.07081552154
40	0.06962223103
41	0.06838809425
42	0.06682256627
43	0.06578936289
44	0.06442014405
45	0.06308261258
46	0.06193057031
47	0.06040336367
48	0.05922197335
49	0.05749583462
50	0.05574311468
51	0.05473280508
52	0.05297650978
53	0.05178430629
54	0.05066505663
55	0.04954614969
56	0.04842787332
57	0.04705308674
58	0.04596071801
59	0.04482122829
60	0.04392173067
61	0.04304458765
62	0.04209552369
63	0.04103238839
64	0.04001950416
65	0.03912382519
66	0.03807437636
67	0.03713022796
68	0.03596922846
69	0.03497235328
70	0.0344141426
71	0.03370029055
72	0.03317925586
73	0.03219497495
74	0.03145035529
75	0.03065986998
76	0.02972269123
77	0.02914011926
78	0.02870704365
79	0.02830621079
80	0.02734587794
81	0.02691140317
82	0.02618817348
83	0.02568978892
84	0.02503157237
85	0.0247025558
86	0.0239851502
87	0.02325494844
88	0.0227119439
89	0.02211987561
90	0.02161537505
91	0.02127496432
92	0.02073986355
93	0.02021145909
94	0.01982583831
95	0.01931058129
96	0.01885862251
97	0.01845780091
98	0.01788650659
99	0.01754086882
100	0.01723561752
101	0.01692948853
102	0.01656096016
103	0.01635828898
104	0.01590714187
105	0.01550345101
106	0.01503577868
107	0.01470752093
108	0.01431866238
109	0.01401288534
110	0.01376030107
111	0.01339921632
112	0.01302454527
113	0.01272443897
114	0.01242091464
115	0.01214744186
116	0.0118967482
117	0.01163176949
118	0.01144002184
119	0.0112023032
120	0.01095037824
121	0.01076818672
122	0.01061685039
123	0.01044749919
124	0.01027929248
125	0.01010817207
126	0.009942455898
127	0.009674739149
128	0.009471911387
129	0.009264024023
130	0.009074202669
131	0.008959858774
132	0.008781294204
133	0.008592572946
134	0.0084430381
135	0.008280115958
136	0.008151048241
137	0.008040757831
138	0.00788016615
139	0.007724801712
140	0.007551834684
141	0.007431151535
142	0.007312173331
143	0.007136504547
144	0.007001433167
145	0.006928572737
146	0.006819185139
147	0.006704286602
148	0.006565654399
149	0.006565011609
150	0.006434434279
151	0.006339535813
152	0.006245283939
153	0.006159481155
154	0.006057013608
155	0.00597945128
156	0.005897072737
157	0.005783569087
158	0.005701324761
159	0.005607247605
160	0.005526440963
161	0.005433766776
162	0.005325801467
163	0.005325801467
164	0.005211856614
165	0.005155856611
166	0.005066516716
167	0.004991109025
168	0.00499067052
169	0.004916156279
170	0.004916156279
171	0.004800263634
172	0.004735796141
173	0.004654407928
174	0.004654193912
175	0.004588469162
176	0.004498030047
177	0.004498030047
178	0.004399528321
179	0.004398990582
180	0.004398902561
181	0.004305443854
182	0.004242520698
183	0.004241320179
184	0.004165751402
185	0.004120454981
186	0.004120454981
187	0.004120315135
188	0.004120244737
189	0.004119947262
190	0.004119850042
191	0.004119739328
192	0.004119605524
193	0.004119605524
194	0.004119525222
195	0.004119215162
196	0.004119099576
197	0.004118928107
198	0.004118665522
199	0.004118599447
200	0.004118029981
201	0.004117952185
202	0.004117658644
203	0.004117410757
204	0.004117344565
205	0.004117062836
206	0.004116744765
207	0.004116619667
208	0.004115555335
209	0.004059070716
210	0.004058767472
211	0.003987760618
212	0.003947977589
213	0.003947612049
214	0.003863646497
215	0.003863646497
216	0.003801564917
217	0.003801120717
218	0.003800842469
219	0.003749887222
220	0.003697920466
221	0.00369751648
222	0.003697362848
223	0.003639248302
224	0.003639113181
225	0.003638189727
226	0.003577627993
227	0.003534935211
228	0.003534596354
229	0.003534596354
230	0.003534596354
231	0.003468286126
232	0.003468120022
233	0.003468012374
234	0.003467626782
235	0.003467381367
236	0.003467158062
237	0.003466885134
238	0.003466885134
239	0.003466776074
240	0.003466776074
241	0.003413714038
242	0.003413482244
243	0.00335785094
244	0.003357571723
245	0.003357011712
246	0.003356762295
247	0.003287538836
248	0.003287425033
249	0.003287166478
250	0.003287020942
251	0.00328689295
252	0.003286350341
253	0.003286350341
254	0.003286287551
255	0.003285942656
256	0.003285942656
257	0.003285942656
258	0.003285877304
259	0.003285877304
260	0.003285517129
261	0.003285517129
262	0.003285517129
263	0.003285517129
264	0.003285362656
265	0.003285362656
266	0.003285198738
267	0.003285125718
268	0.003284944786
269	0.003284877455
270	0.003284734839
271	0.003284734839
272	0.003284664156
273	0.003284664156
274	0.003284493533
275	0.003284194589
276	0.003284194589
277	0.003284055326
278	0.003284055326
279	0.003284055326
280	0.003283770205
281	0.003283681853
282	0.00328362426
283	0.003283546614
284	0.003283393677
285	0.003283147203
286	0.003282834873
287	0.00328265439
288	0.003282588886
289	0.003282588886
290	0.003282424128
291	0.003282339441
292	0.00328220881
293	0.00328220881
294	0.003282121142
295	0.003282012664
296	0.00328176272
297	0.00328176272
298	0.003281709712
299	0.003281644881
300	0.003281644881
301	0.003281544314
302	0.003281544314
303	0.003281503078
304	0.003281445798
305	0.003281445798
306	0.003281445798
307	0.003281231698
308	0.003281231698
309	0.003281231698
310	0.003281231698
311	0.003281231698
312	0.003281231698
313	0.00328116463
314	0.003280925281
315	0.003280836772
316	0.003280836772
317	0.003280507456
318	0.003280507456
319	0.003280399539
320	0.003280399539
321	0.003280399539
322	0.003280233244
323	0.003280161855
324	0.003280105113
325	0.003280041101
326	0.003279974656
327	0.00327993018
328	0.00327993018
329	0.003279752113
330	0.003279610293
331	0.003279504108
332	0.003279504108
333	0.003279430213
334	0.003279388927
335	0.003279188413
336	0.003279188413
337	0.003278943222
338	0.003278943222
339	0.003278906482
340	0.003278628795
341	0.003278628795
342	0.003278528194
343	0.003278528194
344	0.003278447146
345	0.003278319895
346	0.003278216979
347	0.003278129142
348	0.003278129142
349	0.003278129142
350	0.003278074256
351	0.00327803154
352	0.003277834274
353	0.003277744856
354	0.003277636222
355	0.003277562741
356	0.003277374455
357	0.003277338247
358	0.003277294506
359	0.003277079093
360	0.003276906256
361	0.003276906256
362	0.003276830948
363	0.003276781068
364	0.003276703675
365	0.003276519694
366	0.003276376977
367	0.003276285289
368	0.003276285289
369	0.003276219567
370	0.003275985207
371	0.003275985207
372	0.003275924721
373	0.003275668011
374	0.003275668011
375	0.003275668011
376	0.003275631489
377	0.003275631489
378	0.003275529106
379	0.003275482438
380	0.003275354907
381	0.003275206847
382	0.003274953579
383	0.003274895442
384	0.003274818957
385	0.00327458079
386	0.003274384499
387	0.003274348813
388	0.003274348813
389	0.00327415186
390	0.003274047324
391	0.003273676323
392	0.0032735844
393	0.003273577001
394	0.003273440629
395	0.003272886988
396	0.003272833105
397	0.003272583323
398	0.00327252004
399	0.00327252004
400	0.00327252004
401	0.003272246484
402	0.003272096373
403	0.003271820363
404	0.003271746417
405	0.003271532086
406	0.003271413339
407	0.003271108549
408	0.003271108549
409	0.00327108973
410	0.003270938235
411	0.003270842494
412	0.003270799576
413	0.003270680134
414	0.003270605455
415	0.003270332857
416	0.003270021469
417	0.003269928032
418	0.003269846603
419	0.003269770684
420	0.003269770684
421	0.003269770684
422	0.00326970337
423	0.00326970337
424	0.00326970337
425	0.003269663294
426	0.003269663294
427	0.003269217097
428	0.003268579598
429	0.003255069972
430	0.003253087284
431	0.003252890572
432	0.003252555701
433	0.003252486016
434	0.003252416477
435	0.003252115522
436	0.003251824791
437	0.003251680408
438	0.003251528487
439	0.003251377888
440	0.003251377888
441	0.003220463596
442	0.003173511517
443	0.003173088046
444	0.003094142817
445	0.003040639647
446	0.003040230864
447	0.00303999434
448	0.00303999434
449	0.00303999434
450	0.00303999434
451	0.00303999434
452	0.00303999434
453	0.00303999434
454	0.00303999434
455	0.003039474737
456	0.00303942526
457	0.003039284046
458	0.002977117644
459	0.002976789718
460	0.002976757445
461	0.002976697879
462	0.00297665523
463	0.002976478121
464	0.002976321737
465	0.002976113909
466	0.002976113909
467	0.002975972532
468	0.002973394627
469	0.002973190886
470	0.002973069992
471	0.002973034957
472	0.002973007376
473	0.002972980637
474	0.002972742223
475	0.002972285432
476	0.002972084533
477	0.002972084533
478	0.002971936659
479	0.002971936659
480	0.002971936659
481	0.002971936659
482	0.002971659958
483	0.002971571443
484	0.002971571443
485	0.00292865154
486	0.002928341357
487	0.002928341357
488	0.002928341357
489	0.002928226377
490	0.0029279796
491	0.002927910532
492	0.002927910532
493	0.002927910532
494	0.002927041196
495	0.002927041196
496	0.002926814673
497	0.002926388254
498	0.002925945315
499	0.002925845908
