iter	Passed	Remaining
932	11011	790
933	11022	778
934	11034	767
935	11046	755
936	11057	743
937	11068	731
938	11079	719
939	11090	707
940	11101	696
941	11112	684
942	11123	672
943	11135	660
944	11146	648
945	11157	636
946	11168	625
947	11180	613
948	11191	601
949	11204	589
950	11216	577
951	11228	566
952	11239	554
953	11250	542
954	11262	530
955	11273	518
956	11285	507
957	11296	495
958	11307	483
959	11319	471
960	11330	459
961	11342	448
962	11353	436
963	11364	424
964	11376	412
965	11387	400
966	11399	389
967	11411	377
968	11424	365
969	11435	353
970	11447	341
971	11459	330
972	11471	318
973	11483	306
974	11493	294
975	11504	282
976	11515	271
977	11526	259
978	11537	247
979	11548	235
980	11559	223
981	11570	212
982	11582	200
983	11595	188
984	11607	176
985	11618	164
986	11629	153
987	11640	141
988	11651	129
989	11662	117
990	11673	106
991	11685	94
992	11697	82
993	11709	70
994	11721	58
995	11732	47
996	11743	35
997	11755	23
998	11766	11
999	11778	0
