iter	Logloss
383	0.1299023806
384	0.1298823436
385	0.1298131608
386	0.1297479018
387	0.1296623691
388	0.1296223312
389	0.1295537989
390	0.1294601073
391	0.1293797238
392	0.1293213408
393	0.1292738652
394	0.1292166791
395	0.129168312
396	0.1290995905
397	0.1290023737
398	0.1289557084
399	0.1288796967
400	0.1288044951
401	0.1287539113
402	0.1286855362
403	0.128618541
404	0.1285193452
405	0.1284648269
406	0.1283472904
407	0.1282625581
408	0.1281904656
409	0.1280969318
410	0.1280592894
411	0.1279782633
412	0.1279109709
413	0.12779206
414	0.1277548531
415	0.1276982693
416	0.1276294704
417	0.1275502047
418	0.1274466783
419	0.1273811925
420	0.1272980371
421	0.1271938952
422	0.1270894203
423	0.1270187248
424	0.1269440712
425	0.1268646478
426	0.1268106347
427	0.1267208836
428	0.1266815482
429	0.1266021133
430	0.1264814884
431	0.1263927236
432	0.1263238593
433	0.126242354
434	0.126196624
435	0.1261611871
436	0.1260883693
437	0.1260621453
438	0.1259970148
439	0.1259099139
440	0.1258429707
441	0.125820519
442	0.1257637569
443	0.1256975152
444	0.1256252505
445	0.125540393
446	0.1254310825
447	0.1253703252
448	0.1252795917
449	0.1252360528
450	0.1251109764
451	0.1250347278
452	0.1249921921
453	0.124930828
454	0.1248326643
455	0.1247436993
456	0.1246681088
457	0.1246298765
458	0.124550368
459	0.1244990504
460	0.1244478208
461	0.1243877529
462	0.1243325098
463	0.1242813962
464	0.1242121946
465	0.1241408235
466	0.1240855217
467	0.1240256844
468	0.1239776435
469	0.1239059804
470	0.1238395196
471	0.123778742
472	0.1236903191
473	0.1236065778
474	0.1235291396
475	0.1234583891
476	0.1234048258
477	0.1233386923
478	0.1232606051
479	0.1232300888
480	0.1231104314
481	0.1230392942
482	0.1229747108
483	0.1229260555
484	0.122862251
485	0.122824263
486	0.1227644052
487	0.1226694497
488	0.1226247241
489	0.1225576283
490	0.1224816194
491	0.1224468282
492	0.1223525681
493	0.1222813783
494	0.122236429
495	0.1221792589
496	0.1220967995
497	0.1220673722
498	0.1220190225
499	0.121924607
500	0.1218592013
501	0.1217787656
502	0.1217366333
503	0.1216832618
504	0.1216560374
505	0.1216323418
506	0.1215589022
507	0.1215003725
508	0.1214360938
509	0.1213730151
510	0.1213228679
511	0.1212625079
512	0.121201914
513	0.1211457764
514	0.1210735835
515	0.1210257044
516	0.1209487392
517	0.1208851503
518	0.1208307769
519	0.1207676994
520	0.1206711656
521	0.1205796198
522	0.1205096296
523	0.1204822622
524	0.1204057994
525	0.1203342811
526	0.1202595102
527	0.1201934677
528	0.1201560037
529	0.1200844227
530	0.1200400083
531	0.1199438161
532	0.1198371728
533	0.1197737967
534	0.1197048362
535	0.1196395593
536	0.1195744691
537	0.1195262853
538	0.1194766322
539	0.1194152271
540	0.1193373518
541	0.1192647431
542	0.1191491348
543	0.1190779557
544	0.1190472553
545	0.1189688798
546	0.1189203943
547	0.1188581398
548	0.1187567389
549	0.1187117936
550	0.1186099317
551	0.1185198194
552	0.1184368313
553	0.1183297586
554	0.1182573046
555	0.1181701707
556	0.118112887
557	0.1180657153
558	0.1179944584
559	0.1179227938
560	0.1178290212
561	0.1177608949
562	0.117675165
563	0.117604351
564	0.1175297132
565	0.1174377558
566	0.1174005426
567	0.1173095191
568	0.1172131772
569	0.117135612
570	0.1170853789
571	0.1169997401
572	0.1169715128
573	0.1169237357
574	0.1168424629
575	0.1167748987
576	0.116712852
577	0.116646558
578	0.1166173994
579	0.1165642617
580	0.1164868279
581	0.1164119534
582	0.1163571642
583	0.1162937289
584	0.1162152707
585	0.1161142176
586	0.1160324814
587	0.115950189
588	0.1158886853
589	0.1158212827
590	0.1157627844
591	0.1156970125
592	0.1156552244
593	0.1155679064
594	0.1155331051
595	0.1154617332
596	0.1153855743
597	0.1152665155
598	0.1151709898
599	0.1150908374
600	0.1150451333
601	0.1149852487
602	0.1148986885
603	0.1147872634
604	0.1147776134
605	0.1147098288
606	0.1146463836
607	0.1146031797
608	0.1145536344
609	0.1145339578
610	0.1144664455
611	0.1144441012
612	0.1144125284
613	0.1143380382
614	0.1142921755
615	0.1142354467
616	0.1141771854
617	0.1141132653
618	0.1140595722
619	0.1140024548
620	0.1139720849
621	0.1138756978
622	0.1138122202
623	0.1137792046
624	0.1137684641
625	0.1136685473
626	0.1135761518
627	0.1135373383
628	0.1134865572
629	0.1134217978
630	0.1133747113
631	0.1132676648
632	0.113223767
633	0.1131370495
634	0.1130659368
635	0.1129183587
636	0.1128481552
637	0.1127854698
638	0.1127518467
639	0.112692932
640	0.1126045306
641	0.1125628529
642	0.1124536416
643	0.1123723305
644	0.1123052356
645	0.1122136815
646	0.1121761606
647	0.1121258385
648	0.1120686838
649	0.1120068048
650	0.1119122224
651	0.1118528815
652	0.1117934161
653	0.1117334078
654	0.1116756859
655	0.1116151309
656	0.1115414399
657	0.1114520088
658	0.1114003588
659	0.1113444143
660	0.1112658836
661	0.111237403
662	0.1111956839
663	0.1110874929
664	0.1110110155
665	0.1109516261
666	0.1108889631
667	0.1107774099
668	0.1106938074
669	0.1106378709
670	0.110567532
671	0.110531204
672	0.1104846538
673	0.1104509473
674	0.110376962
675	0.1103027977
676	0.110247564
677	0.1101908304
678	0.1101641384
679	0.1101080276
680	0.1100612172
681	0.1099526664
682	0.1099007228
683	0.1098641851
684	0.1098070033
685	0.1097388327
686	0.1096907923
687	0.1096390392
688	0.1095952731
689	0.1095535259
690	0.1094731801
691	0.1094144273
692	0.1093799907
693	0.1093540361
694	0.1092810427
695	0.1092514885
696	0.1091707012
697	0.1091416387
698	0.1090925193
699	0.1090191815
700	0.1089469331
701	0.1089113097
702	0.1088035549
703	0.1087394792
704	0.1086906026
705	0.1086114538
706	0.1085334869
707	0.1084714723
708	0.1083955244
709	0.1083254865
710	0.1082269837
711	0.1082063481
712	0.1081535423
713	0.1081009323
714	0.1080519946
715	0.1080087182
716	0.1079469379
717	0.1078800086
718	0.1078306067
719	0.1077742138
720	0.1076555851
721	0.107591795
722	0.1075214771
723	0.107459944
724	0.1074114566
725	0.1073378671
726	0.1072711703
727	0.1072171519
728	0.1071520136
729	0.1071130388
730	0.1070465691
731	0.1070109819
732	0.1069587984
733	0.1068717873
734	0.1068293433
735	0.1067721646
736	0.1066711628
737	0.1066163969
738	0.1065270673
739	0.1064324151
740	0.1063759251
741	0.1063070391
742	0.10624407
743	0.1062002089
744	0.1061414451
745	0.1060892649
746	0.1060535302
747	0.105967714
748	0.1059133746
749	0.1058606012
750	0.1058077735
751	0.1057525845
752	0.1056857448
753	0.1056184207
754	0.1055449098
755	0.1055191152
756	0.1054909916
757	0.1054667042
758	0.1054401373
759	0.1053541335
760	0.1052502975
761	0.105156867
762	0.1051095658
763	0.105089987
764	0.1050267651
765	0.1049970721
766	0.1049327986
767	0.1048817853
768	0.1048283626
769	0.1047820034
770	0.1047307716
771	0.1046816104
772	0.1046345495
773	0.104548414
774	0.1045251747
775	0.1044838159
776	0.1044514874
777	0.104413276
778	0.104361105
779	0.1042756918
780	0.1042215079
781	0.1041699083
782	0.1041295865
783	0.1040639186
784	0.104019352
785	0.1039895763
786	0.103916193
787	0.1038737342
788	0.1038228016
789	0.1037753857
790	0.1037016357
791	0.1036503195
792	0.1036281552
793	0.1035360856
794	0.1034972128
795	0.103403257
796	0.1033468304
797	0.1033027397
798	0.1032348885
799	0.1031946827
800	0.1031440683
801	0.1031099
802	0.103042115
803	0.1029813725
804	0.1029354121
805	0.1028519609
806	0.1028073335
807	0.1027581298
808	0.1026861757
809	0.1026028887
810	0.1025234247
811	0.1024418428
812	0.1023858933
813	0.1023313833
814	0.1022667584
815	0.1022095516
816	0.1021675395
817	0.1021067879
818	0.1020598732
819	0.1020109665
820	0.1019282994
821	0.1019015281
822	0.1018522281
823	0.1017870387
824	0.1017315262
825	0.1016640057
826	0.101582475
827	0.1015320532
828	0.101472333
829	0.1014194725
830	0.1013488249
831	0.1013058595
832	0.1012906352
833	0.1012385211
834	0.1011695504
835	0.1011488161
836	0.1011029578
837	0.1010631615
838	0.1009841631
839	0.100922468
840	0.1008753989
841	0.1008312554
842	0.1007686379
843	0.100745289
844	0.1006821875
845	0.1006411327
846	0.1005770166
847	0.1004818547
848	0.1004196107
849	0.1003640775
850	0.1003226571
851	0.1002759083
852	0.1002276696
853	0.1001658329
854	0.1001241328
855	0.1000689071
856	0.100029886
857	0.09998097251
858	0.09992796034
859	0.09989478277
860	0.09984802336
861	0.09981507807
862	0.09977030074
863	0.0997459827
864	0.09969111701
865	0.09961508708
866	0.09957916273
867	0.0995279972
868	0.09948038923
869	0.09942880727
870	0.09937957778
871	0.09933525359
872	0.09929482701
873	0.09923831573
874	0.09919344838
875	0.09914708116
876	0.09909369727
877	0.09902886652
878	0.09893415394
879	0.09888030046
880	0.09883582635
881	0.09875766887
882	0.09871446523
883	0.09868535495
884	0.09865793674
885	0.09862957059
886	0.09856738318
887	0.09849324129
888	0.09844229882
889	0.09840497544
890	0.0983775297
891	0.09833752547
892	0.09827504754
893	0.09824330117
894	0.09819533922
895	0.09817337021
896	0.09813145936
897	0.09806437466
898	0.09802239974
899	0.09799514143
900	0.09795386665
901	0.09790001809
902	0.09784306105
903	0.09779185013
904	0.09775615992
905	0.09768977359
906	0.09761532224
907	0.09757192829
908	0.09752959679
909	0.09749570296
910	0.09745946749
911	0.09742332659
912	0.09736511053
913	0.09733581274
914	0.09727980055
915	0.09724485212
916	0.09721419312
917	0.09717752788
918	0.09710975347
919	0.09706823955
920	0.09701257118
921	0.09691807325
922	0.0968512048
923	0.09680900135
924	0.09675203306
925	0.09673130206
926	0.09668987689
927	0.0966153976
928	0.0965921169
929	0.09654299182
930	0.09651380941
931	0.09647963344
932	0.09644263157
933	0.09640989388
934	0.09636143467
935	0.09632822111
936	0.0962870247
937	0.09622733022
938	0.09619002405
939	0.0961454287
940	0.09608863662
941	0.09603240476
942	0.09598289112
943	0.09593095494
944	0.09584491884
945	0.09581490577
946	0.09577237676
947	0.09575570144
948	0.09570747714
949	0.09564242729
950	0.09559020373
951	0.09554483734
952	0.09548482266
953	0.09541696562
954	0.09539169884
955	0.09535998289
956	0.09531007392
957	0.09523706349
958	0.09518898759
959	0.09513346748
960	0.09508390905
961	0.09501048531
962	0.09493789726
963	0.09489355991
964	0.09484759915
965	0.09481849782
966	0.09478647812
967	0.09474831647
968	0.09468631313
969	0.09460746058
970	0.09455992178
971	0.094519155
972	0.09445772931
973	0.09441950383
974	0.09439551199
975	0.09434722222
976	0.0943058924
977	0.09426420771
978	0.09421300449
979	0.09417186698
980	0.09412140212
981	0.09410265505
982	0.09403807494
983	0.09398411262
984	0.0939368174
985	0.09389886456
986	0.09380764236
987	0.09371906378
988	0.09366993794
989	0.09360916534
990	0.09356249105
991	0.09348104554
992	0.0934228488
993	0.09338476938
994	0.0933499757
995	0.09330818545
996	0.09325805591
997	0.09321050409
998	0.093140476
999	0.09307336991
